0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,label
-1.0491424745669051,-0.5347751094955381,0.4173343172097351,-0.7438679424658519,-0.47276983377343024,-0.4391599799944873,0.42417155663379863,-0.08696588710947431,-0.03187675374216053,-1.3226186803487197,-0.5400433493017684,1.318774346943984,1.3502485294774735,-1.1197547089169257,0.26397474755691785,-0.44356569611098784,-0.1250611339524218,-0.31054347678038047,-1.1721059227146455,0.2859613610029094,-0.30813179569240595,0.26540859138553735,0.2631173521036525,-0.31849503775151666,1.1730385224140196,0.5264136771655288,-0.16196412272874275,-1.0200846884273354,-1.2782233252335975,0.458960123639738,-0.47022127423460286,-0.23040298431774284,1.601177853614825,-0.7452320271653113,0.21380436521089324,1
2.6053909777939532,1.9086814802526697,0.4740187527021872,1.475009372760948,-0.2702524214062399,0.06812020795613946,-1.1962880297709997,-0.7138903228183971,-0.7051796492519131,-0.8014997136890294,-0.3095127678835611,-0.7286904731229107,-0.7881655082510746,-1.1199551532998657,-1.0403448739282959,0.23620519060675443,-0.20742835505459947,-0.15613503562341,-0.6544366062745721,-0.6313148315993421,-0.442750129357029,-0.797925056160122,-2.0787247695811324,-0.058623746789227084,-0.8836017960200074,1.8121073214364491,-0.20165812542225062,1.2470116464281606,0.24418021549919514,1.1117028640368345,2.8334152233793533,1.155423425270303,1.1091419481952036,2.1171666600707564,0.1657203338069982,1
-1.2264670004407947,-0.4158532365261579,-1.155352330818966,-0.4099379846428578,-1.3461208819418145,-0.5122917215826511,0.10512247371335097,-1.4897214764725246,-0.27847938399903355,-0.5537441626675913,0.07371218362729655,-0.3572883301165686,-0.6792365233048759,-0.2688432728194764,0.2610922734636217,0.023027630371259725,-0.5609165695579572,0.5643632851275091,0.09775222091298193,0.005854820602335216,0.38732259514304934,-0.015771831914010704,0.056811640097361664,0.6290502368720284,-0.06321493619056326,0.011561054482147053,-0.6343907872069815,-0.09641087017845697,-1.2649684570130695,-0.7540550945434537,-1.2310580431558011,-0.7924316262323061,-1.2362452115177716,-0.3488848848185149,-1.1677489336246363,0
-0.5996583464832613,-1.5273314467609531,0.07813411550138273,-1.2581470907725085,-1.325756596898755,-0.35245273842131686,-1.0710122267402442,-0.5385185188781125,-0.083676751566069,-0.7661589014579541,-0.3810999447866256,-0.6108009361453185,0.8017656720471226,-0.25437719509668927,0.24438316679866157,-0.6509498541109203,0.6129658210769983,-1.2100186510035453,0.6558839002224996,-0.21742097738065372,-0.1257041460030763,-0.5260807739869872,-1.086238614310553,-0.1285633239084213,-0.1582235916110028,0.9213867059587348,0.6055763387812721,-1.0834344937160614,-0.2848851310069222,-0.972881120307355,-0.7814972889923445,-1.3955039986702484,0.4453592883995663,-0.7123798022428544,-1.2072897023567704,0
-0.6054422160214941,-0.6618350282645259,-1.2716415456503014,0.4126532475300537,1.0324620200278538,-0.9519041112766896,-0.2640593999957477,-0.41800629510944437,0.7362718215745917,0.5575485990544432,-0.7878254723516224,-0.07317149646583322,1.2868812199579827,0.2947860452647882,-0.15489922848537035,-0.3838271779446275,-1.339641260220517,0.9013988821215175,0.07609214762039604,0.006183779732319435,-0.5975347078174045,-0.5695570502323971,-0.33928652446204705,-0.4301498785752723,-0.8591060792682477,-0.7682319614557231,-1.0218213580971214,0.26077146815643576,1.6041110764127633,-0.5515242505239069,-0.6813257528147346,-0.005666408152053219,-0.2205022126876302,0.1666207383305074,0.16282151055011296,1
-0.34328678947431357,-0.33092826642077666,0.6702762035500295,-0.4041145049692527,-0.8636148096656743,-0.5035118755192927,1.6245070576714165,0.8321669004175997,2.3386256405973684,0.7473941159276947,-0.24453585145179968,-0.2779950783735764,0.09234200324078976,1.2127206232731156,-0.5150434375323726,-0.4237607605557835,0.87704441734297,0.9194225023508527,0.10632744265373623,-0.5480454454058489,-0.8030581594716849,-0.7622530872091979,-0.5771306676940777,-1.830468945426671,-1.2397883408328623,-0.6998985696338774,0.29288444610716685,-0.13537293164163125,0.20956854379816323,0.17697317092360126,0.20794274892400982,-0.21595501735185574,0.08687497395716495,-0.8091609871744438,-0.319382442076566,0
-0.500102544799468,-1.1767050119448006,-0.8094113806988089,1.0026502684208878,0.7897615821569585,-0.7124872710817025,-0.7699245869662218,0.29582580325026314,-0.2770569141582462,0.2839228206331938,-0.5150806788427695,-1.236993465455984,1.4736554534366393,-0.24046813977491424,0.24539374050999507,-0.39856417941347383,-0.7275397591097195,-0.5429051343064106,0.18442852495688783,0.5940846805539234,-0.6401266454452997,-1.262207734519365,-0.7024569497481371,0.4995054713834548,-0.7623023414259001,-0.8636218035098876,-1.3953921021887958,-0.893768139048411,-0.4631817047352929,0.48825341169423214,-0.8379676114570963,-1.2188786858884042,-0.606418225857484,1.3316742611090377,0.7768528950575355,0
-0.6204130899638681,-0.49027220062587085,0.28143412205004936,-0.2904021377366144,0.37505035572160117,-0.9248689193198001,0.22120064049862198,0.27426026796032366,-0.04187462299690879,0.2619058267686014,-0.8532408155584493,-0.10166695922027214,-0.021848002171610776,0.17094689320089929,-0.006454991595830051,-0.7880614274079982,-0.162784688483273,-0.7644634909684033,0.57828784368969,-0.18247765192133786,-0.8659628728790977,0.514943601626764,-0.42783637631396704,-0.2777201390143451,-0.5046723084605992,-0.847040753687629,0.3362757316687408,-1.9422981307232041,-0.06474124868456448,0.04985945931764627,-0.369105293664199,-0.6791392097972655,0.5616533766058185,-0.5504384728361945,0.04009854435039044,0
-0.8947017352322828,-0.154626023115481,-0.44682925157096776,-0.46168881330606965,-0.019762718965361484,-0.5838672112974798,-0.4397814930545819,0.15980856705052005,0.13281201271724596,-0.10879764674619676,-0.4882549590270757,-1.5314940093803624,0.8288920819160637,0.6922914364771992,-0.22508502936616004,-0.6765870586837646,-0.5838063914788443,1.2119342866993315,0.7683843114403178,-0.4805650643566738,-0.5428095771416188,-0.8592510041668848,0.5996614693135134,-0.13957535753839828,0.0020463713200216745,-0.894903759069782,0.3174797458685619,0.3450603908454946,-0.5190760311650727,0.12589200528514505,-0.8388276940829952,-0.2531578502466356,0.13106789421668352,0.11353275071271306,-0.5843192671462134,0
-0.9852373863083038,-0.3928920199937514,-0.8512474889884671,-0.4539006225440849,-1.2281996647186897,-0.5071669848582162,0.6397326740152953,-0.43512967149413173,-0.7444893597188426,-0.11262482696185434,-0.6187352407505742,0.7251951751844569,-0.767024564628246,0.72254918307273,0.8178278235728967,-0.6023581785231162,0.586833190425413,-0.35851042968279057,0.11760928216557204,0.5069601964685453,-0.4252542429791057,-0.04310766725733973,-1.1580396618231426,0.06986532281053792,1.3699977072585843,-0.8290148386475052,-0.6201872850531456,-0.36226769994765856,-0.0036870857487369727,-1.3666104065434386,-1.0843297201199438,0.2603870224283457,-0.30419985538175626,-0.3553913889141567,-1.5685372531264177,1
