0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
4394.363286140891,4627.288740631268,2349.573439729986,2582.079497390529,2556.0533986057585,5902.266598687883,3661.4989930163124,2791.4218139976037,2952.787594005385,2881.7563608107853,32693.9320015432,15956.421358348205,8254.553780876966,6893.528585166836,9877.598839906554,1297.2178958368231,1435.9717181484032,1480.2242512413013,1492.9263250793547,1314.6972953639513,9871.178599370016,6621.710941004729,3157.189461670224,3632.0902821748464,3818.62006318491,0
6224.954631560764,8159.772481856024,2718.6286661163986,3247.589891388341,3258.5048856179474,7682.216650703841,7563.667382780519,3364.374009643977,4423.910336756646,3595.6938444826383,28192.963088362652,13787.471585340189,4085.5913620341175,4852.409830971269,9994.443118588268,2219.3229719682404,2315.583912729015,1253.9498003104543,2125.529514476935,1469.4459772991538,9807.79950640333,9038.353663179802,1977.10680905134,3901.3465049001366,4386.158593060037,1
4645.611301043262,2116.8494069651333,1638.5362275059251,2635.1539546847075,3404.9265568763312,6075.514667640831,3248.1276646473384,2006.1811422915484,3573.2561482257997,3421.9107798470745,33483.164540319915,11744.803550571905,6540.81565970428,7383.4971831812245,7262.251973110314,1538.1463002019864,667.4136678684101,893.4077601062077,1220.2255821291535,1739.8302948325525,10353.708756304182,4049.2339192875734,2264.9954585382084,3677.511496852712,5497.950953294828,0
4415.550566359463,4617.035249590556,2625.0381948363784,2362.9931037998613,2878.1969189510796,4993.321135982915,2927.764210085648,2640.2771713554075,2815.4727057272057,2719.685718001665,16441.53275634656,7163.625266594112,3486.4204350811438,3173.1805670266936,4280.852041887791,1477.6094140256325,2267.029971483492,1675.1411671652538,1496.4236903766387,1588.359945057632,5472.203254197295,3936.6153827339917,3283.05409630459,3109.5182922999634,3285.0904081962494,1
3962.5612451039556,3476.034544066512,1760.5963685388915,2691.550955493995,3568.3503203746814,3807.37191603802,3767.077560720886,1699.668325264276,2941.7418488745843,3647.3398203840898,24127.956207940733,6888.6108030885825,2974.885870327869,3055.2592015001806,5023.2207967814775,1439.2238583405917,2850.054186513483,1552.7361592574568,1858.8962819862443,1768.440738387172,7975.727571638704,3343.4665311585336,1802.344513674299,3325.945127299593,4438.575353820852,0
3715.077822892838,2265.5854398383517,1136.7300641114148,1990.1363937114047,2820.808467351361,4735.678768323087,1854.8110365354282,1388.135430177321,2360.3615998344667,2695.8877824493156,36251.919990190654,15839.766834960661,7006.602556308333,8474.288726498602,8560.985835763995,788.8727733558522,705.3106167353886,869.679795331971,1324.2970092009878,1204.0514097466478,11263.666255369397,5299.31007686758,2337.922420111046,2853.3757691253604,3898.042573069364,0
3667.6097988162765,2130.028100634999,1988.5450162228885,2157.987130221665,4431.671534827155,3934.591873212599,2420.578632288729,2086.432531523893,2500.6011459846627,5065.906576177637,18422.469353104567,6627.841582159226,3274.4402092519595,2964.3871254846013,6200.313628343023,821.8375186321592,979.6903037977785,1024.0465137261672,1228.9252058284742,1883.143937597975,6434.573982584355,3054.615947532992,2373.713447428633,3063.503388296913,5022.198101683821,0
6192.561418236875,1883.2246631121502,1261.7766200397868,2413.9980494841802,4354.8004871795065,5931.456560399371,2853.0946540016816,1662.3666013974857,2723.6720153301076,4600.2710438651175,25498.80360529179,9509.964488031324,4090.259992235754,4203.7068796208905,6533.433471882575,1343.2363789001606,1116.6866646521223,859.9201755582086,1290.4762288467073,1118.3061372527525,9688.87952013791,3136.6778598263695,1841.7162036325835,3210.854247560946,5144.141290470009,0
3311.86164989904,2771.4088408393827,1457.1508388804855,2490.8678198179255,2740.0184121411244,7883.434349716015,5088.567973232162,2896.4977151989724,2993.4152291987357,3522.781769914974,30088.305857789033,15979.061481175997,6835.254732688127,5564.03576798203,6714.4069570580505,1695.840560035309,1322.9518220842108,990.7537440051952,1358.4780398725136,1308.2494454155885,7783.9449345273615,4148.771182344641,1591.8697642132358,3503.001694061758,3507.74481913829,0
3215.126400948381,1776.968812099979,1708.1685796506858,2829.5007514609533,4956.700770724233,4262.5055251134,1759.73214419827,1785.247475775397,3012.934785484756,5102.992383846781,29849.754407018885,10173.991263167578,5888.952175698961,5217.528655542647,6521.791065241162,1127.0839031691864,1231.3505437105944,1114.722072421892,1518.0303334894409,1914.7739084300802,8921.95053780951,3400.675085426464,2659.7694276080083,3510.5909686364403,5220.236566105739,1
2839.6223740497167,1578.5057041207829,1019.488742187355,2762.938206223949,5030.455482149132,2464.577250389906,2401.193560265442,1173.0550002089174,2774.312701289389,5701.138553514957,15685.901478532716,4458.056721522661,1811.775773863581,2552.9421349061727,5628.699098690806,925.2863463554315,707.3275663613865,643.4495797960577,1308.4634533914814,1624.6074463972054,4952.418025173961,1292.4867050713394,1161.908427996691,2931.195358688278,5786.772112566521,1
3478.233886539631,4159.027881026672,2390.1364080804105,2608.0431125070463,3957.1982688942694,6413.899572568937,5393.720379769334,2727.2668266856126,3049.5853384443603,4653.3054861453065,23770.669620666537,8893.838394977933,4402.995510985223,4912.845351564398,4688.098870058774,938.9556808438049,1332.078200887869,1241.5101780271546,1199.3805805481718,1519.3559351976833,6417.223603372616,3377.6902805130376,2095.209532524609,3485.6712222532165,4442.110979955128,1
6356.214616056497,2012.063890022125,1719.516624192935,3203.471585805773,4883.306908374934,3872.580514051093,2552.099340715052,1783.5781680358905,3358.6819526568356,5099.527098353186,23550.370433739354,7878.1182364825745,2934.082330893054,3123.4518873462384,5786.723508623752,1481.6834601024798,919.0653466127462,554.3063958504315,1329.7645669879573,1901.6837789870008,9984.455779409192,2827.76213523436,2109.9850814657484,3178.497697160943,5229.699492111085,1
2429.978832454643,1407.6271995970765,790.4461488429307,2269.1204901327974,3450.5195974180265,3794.2561664031837,1534.826721085212,690.4544706936132,2462.045251588089,3589.05393579656,12613.85059735379,4988.240719281952,2153.7943530862426,2763.880835761243,6060.611800198211,1077.5898164443377,754.4157876379486,760.1573649342215,1152.1876708232408,1554.9244343234911,3471.8543450860907,1697.1196771993991,1216.590961088409,2102.1673532117497,4112.156029783156,1
2559.7002894505513,1689.976101939122,1532.052474141599,2891.096040778769,6942.179306484438,5451.9092129110295,2418.01572229681,1703.226311603663,3219.039017037876,9815.50989454368,33653.585859789586,12211.313116339166,5489.0107212773655,6525.630440207665,10422.587966271041,1204.083126290709,1085.097853592792,1034.561076795558,1822.6748286387235,2736.214631427131,9882.294814500008,3811.4419394635224,2339.2316404733615,4162.210466159792,7622.798631926212,0
4195.54296491103,4339.283377658926,1594.7050476166532,2514.8326984545947,3998.420597031379,4245.810647529428,3582.614305470519,2213.594354205034,3207.9711899846175,4263.06029469203,26247.359450730255,12357.113124310785,4157.160689099381,5539.56527757444,7407.270936780825,1459.5864729134523,1467.5593624124913,1180.0395176960062,1427.8868593534203,1965.8407392716883,8634.319443982356,5282.7558122883565,1703.7160368319617,3705.975168159533,4541.046639414589,0
3310.8800064998027,1581.1166118530064,1341.3562472465173,2111.0970140877585,3953.2663152628324,4109.38271958758,1677.6539560536876,1242.8455034578442,2216.3754709457635,4139.993812763402,26127.649577683827,11134.500407815169,3736.4778394584137,3746.2742923156407,5865.4269676355925,1005.7113452659023,515.5875247687824,875.346632052476,1380.51544110238,1275.0460128399452,7905.725505889166,3135.137633889341,2095.2663483652927,2690.30663765998,4026.242494519068,0
